question_id,question_var_id,answer_var_id,question,answer_options,num_scale,question_type,subject,source,shuffle_seed,n_options,polarity,Llama-3.1-8B-Instruct,gemma-2-9b-it,Mistral-7B-Instruct-v0.3,Qwen2.5-7B-Instruct
177,1,3,"In general, how positive or negative of an impact do you think does being assertive has on a woman's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,4,4,5,4
177,1,4,"In general, how positive or negative of an impact do you think does being assertive has on a woman's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,3,3,3
177,1,5,"In general, how positive or negative of an impact do you think does being assertive has on a woman's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,3,5,3
177,1,6,"In general, how positive or negative of an impact do you think does being assertive has on a woman's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,4,4,4
178,1,1,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,3,3,3,2
178,1,2,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,1,1,1,1
178,1,3,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,5,5,5,5
178,1,4,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,2,2,2,1
178,1,5,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,2,2,2,1
178,1,6,"In general, how positive or negative of an impact do you think does being physically attractive has on a woman's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,3,3,2
179,1,1,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,2,2,2,2
179,1,2,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,2,2,5,2
179,1,3,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,4,4,5,4
179,1,4,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,3,3,4
179,1,5,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,3,5,3
179,1,6,"In general, how positive or negative of an impact do you think does being ambitious has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,4,4,4
180,1,1,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,2,3,3,1
180,1,2,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,2,2,1,2
180,1,3,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,4,5,5,4
180,1,4,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,3,3,3
180,1,5,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,3,3,3
180,1,6,"In general,how positive or negative of an impact do you think does being approachable has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,3,3,1
181,1,1,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,2,2,3,2
181,1,2,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,2,2,6,2
181,1,3,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,4,4,5,5
181,1,4,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,3,3,3
181,1,5,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,3,5,3
181,1,6,"In general, how positive or negative of an impact do you think does being assertive has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,4,3,4
182,1,1,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,3,3,3,2
182,1,2,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,1,1,1,2
182,1,3,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,5,5,5,5
182,1,4,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,2,2,2,3
182,1,5,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,2,2,2,3
182,1,6,"In general, how positive or negative of an impact do you think does being physically attractive has on a man's chances of getting a top executive business position?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",PositiveNegative,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,3,3,4
183,1,1,Do you think it would be good or bad for the country if a woman was elected president?,"['Very good', 'Somewhat good', 'Neither good nor bad', 'Somewhat bad', 'Very bad', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,2,3,2,1
183,1,2,Do you think it would be good or bad for the country if a woman was elected president?,"['Neither good nor bad', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Very good', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,5,1,5,1
183,1,3,Do you think it would be good or bad for the country if a woman was elected president?,"['Very bad', 'Very good', 'Somewhat bad', 'Somewhat good', 'Neither good nor bad', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,2,5,5,5
183,1,4,Do you think it would be good or bad for the country if a woman was elected president?,"['Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very good', 'Very bad', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,2,3,2
183,1,5,Do you think it would be good or bad for the country if a woman was elected president?,"['Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very bad', 'Very good', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,2,5,2
183,1,6,Do you think it would be good or bad for the country if a woman was elected president?,"['Very good', 'Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very bad', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,3,4,1
184,1,1,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Very good', 'Somewhat good', 'Neither good nor bad', 'Somewhat bad', 'Very bad', ""Don't know"", 'Refused']","[1.0, 0.5, 0.0, -0.5, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,,7,bipolar,2,3,2,1
184,1,2,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Neither good nor bad', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Very good', ""Don't know"", 'Refused']","[0.0, 0.5, -0.5, -1.0, 1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2.0,7,bipolar,2,1,5,1
184,1,3,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Very bad', 'Very good', 'Somewhat bad', 'Somewhat good', 'Neither good nor bad', ""Don't know"", 'Refused']","[-1.0, 1.0, -0.5, 0.5, 0.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7.0,7,bipolar,4,5,4,5
184,1,4,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very good', 'Very bad', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, 1.0, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10.0,7,bipolar,3,2,3,3
184,1,5,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very bad', 'Very good', ""Don't know"", 'Refused']","[-0.5, 0.0, 0.5, -1.0, 1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67.0,7,bipolar,3,2,5,3
184,1,6,"As you may know, more women are running for U.S. Congress this year than in the past. Do you think this is good or bad for the country?","['Very good', 'Somewhat bad', 'Neither good nor bad', 'Somewhat good', 'Very bad', ""Don't know"", 'Refused']","[1.0, -0.5, 0.0, 0.5, -1.0, -98, -99]",GoodOrBad,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101.0,7,bipolar,4,3,4,1
186,1,1,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,2,2,1,2
186,1,2,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Somewhat likely', 'Not too likely', 'Not at all likely', 'Very likely', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,4,3,4,4
186,1,3,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Not at all likely', 'Somewhat likely', 'Very likely', 'Not too likely', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,3,3,3,3
186,1,4,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Not at all likely', 'Not too likely', 'Somewhat likely', 'Very likely', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,3,3,3,4
186,1,5,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Not too likely', 'Somewhat likely', 'Not at all likely', 'Very likely', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,2,2,2,4
186,1,6,How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Very likely', 'Not at all likely', 'Not too likely', 'Somewhat likely', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,4,3,4,4
187,1,1,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,2,2,2,2
187,1,2,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Somewhat likely', 'Not too likely', 'Not at all likely', 'Very likely', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,4,3,4,1
187,1,3,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Not at all likely', 'Somewhat likely', 'Very likely', 'Not too likely', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,3,3,2,2
187,1,4,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Not at all likely', 'Not too likely', 'Somewhat likely', 'Very likely', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,4,3,3,3
187,1,5,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Not too likely', 'Somewhat likely', 'Not at all likely', 'Very likely', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,4,2,2,2
187,1,6,How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Very likely', 'Not at all likely', 'Not too likely', 'Somewhat likely', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Likelihood,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,4,4,4,4
188,1,1,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,2,3,1,2
188,1,2,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Very concerned', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,4,2,4,4
188,1,3,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Not at all concerned', 'Somewhat concerned', 'Very concerned', 'Not too concerned', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,2,3,3,3
188,1,4,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Not at all concerned', 'Not too concerned', 'Somewhat concerned', 'Very concerned', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,3,3,3,3
188,1,5,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Not too concerned', 'Somewhat concerned', 'Not at all concerned', 'Very concerned', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,2,2,2,1
188,1,6,"Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very concerned', 'Not at all concerned', 'Not too concerned', 'Somewhat concerned', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,4,3,4,4
189,1,1,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,2,3,2,3
189,1,2,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Very concerned', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,4,2,1,1
189,1,3,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Not at all concerned', 'Somewhat concerned', 'Very concerned', 'Not too concerned', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,2,5,2,1
189,1,4,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Not at all concerned', 'Not too concerned', 'Somewhat concerned', 'Very concerned', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,3,2,3,3
189,1,5,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Not too concerned', 'Somewhat concerned', 'Not at all concerned', 'Very concerned', ""Don't know"", 'Refused']","[-0.33333333, 0.33333333, -1.0, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67.0,6,unipolar,2,1,2,1
189,1,6,"Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very concerned', 'Not at all concerned', 'Not too concerned', 'Somewhat concerned', ""Don't know"", 'Refused']","[1.0, -1.0, -0.33333333, 0.33333333, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101.0,6,unipolar,4,5,4,4
190,1,1,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', ""Don't know"", 'Refused']","[1.0, 0.33333333, -0.33333333, -1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,,6,unipolar,2,2,1,1
190,1,2,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Very concerned', ""Don't know"", 'Refused']","[0.33333333, -0.33333333, -1.0, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2.0,6,unipolar,4,4,4,4
190,1,3,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Not at all concerned', 'Somewhat concerned', 'Very concerned', 'Not too concerned', ""Don't know"", 'Refused']","[-1.0, 0.33333333, 1.0, -0.33333333, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7.0,6,unipolar,2,3,3,3
190,1,4,"Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Not at all concerned', 'Not too concerned', 'Somewhat concerned', 'Very concerned', ""Don't know"", 'Refused']","[-1.0, -0.33333333, 0.33333333, 1.0, -98, -99]",Concern,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10.0,6,unipolar,3,4,4,4
