question_id,question_var_id,answer_var_id,question,answer_options,source,decision,subject,question_type
370,1,1,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
371,1,1,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
372,1,1,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
373,1,1,Do you think it is ever acceptable for an unmarried couple to live together?,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Acceptance
374,1,1,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
375,1,1,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
376,1,1,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
411,1,1,How important should the following be for the federal government to address? Reducing illegal immigration,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Importance
412,1,1,How important should the following be for the federal government to address? Reducing economic inequality,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Importance
413,1,1,How important should the following be for the federal government to address? Addressing climate change,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Importance
414,1,1,How important should the following be for the federal government to address? Reducing gun violence,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Importance
415,1,1,"Thinking about the nation's economy, would you rate economic conditions in this country today are good or bad?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
416,1,1,"How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
422,1,1,"How much do you agree or disagree with the following statement? Thinking about the level of economic inequality in the country these days, there is too much economic inequality.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Agreement
423,1,1,"How much do you agree or disagree with the following statement? Thinking about the level of economic inequality in the country these days, there is too little economic inequality.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Agreement
424,1,1,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
425,1,1,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
426,1,1,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
427,1,1,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
428,1,1,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
429,1,1,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
430,1,1,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
431,1,1,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
432,1,1,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
433,1,1,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
434,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
435,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
436,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
437,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
438,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
439,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
440,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
441,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
442,1,1,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
443,1,1,"How much do you agree or disagree with the following statement? In order to address economic inequality in this country, the government should raise taxes on the wealthiest citizens.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W54.csv,keep,Politics & Government,Agreement
444,1,1,"How much do you agree or disagree with the following statement? In order to address economic inequality in this country, the government should not raise taxes on the wealthiest citizens.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_W54.csv,keep,Politics & Government,Agreement
446,1,1,"Overall, do you think the country's current economic conditions are good or bad for people who are wealthy?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
447,1,1,"Overall, do you think the country's current economic conditions are good or bad for the middle class?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
448,1,1,"Overall, do you think the country's current economic conditions are good or bad for people who are poor?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
449,1,1,"Overall, do you think the country's current economic conditions are good or bad for older adults?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
450,1,1,"Overall, do you think the country's current economic conditions are good or bad for young adults?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
451,1,1,"Overall, do you think the country's current economic conditions are good or bad for people who are white?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
452,1,1,"Overall, do you think the country's current economic conditions are good or bad for people who are black?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
453,1,1,"Overall, do you think the country's current economic conditions are good or bad for people who are Hispanic?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
454,1,1,"Overall, do you think the country's current economic conditions are good or bad for people without college degrees?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
455,1,1,"Overall, do you think the country's current economic conditions are good or bad for people with college degrees?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,GoodOrBad
456,1,1,How much power and influence do you think people who are wealthy have on today's economy?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Economy & Work,Quantity
462,1,1,"Overall, how positive or negative is your opinion of the United States?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
463,1,1,"Overall, how positive or negative is your opinion of China?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
464,1,1,"Overall, how positive or negative is your opinion of Germany?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
465,1,1,"Overall, how positive or negative is your opinion of the European Union?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
466,1,1,"Overall, how positive or negative is your opinion of the United Nations?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
467,1,1,"Overall, how positive or negative is your opinion of nato, that is, North Atlantic Treaty Organization?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,PositiveNegative
468,1,1,Would you say the US has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
469,1,1,Would you say China has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
470,1,1,"Would you say the World Health Organization, or WHO has done a good or bad job dealing with the coronavirus outbreak?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
471,1,1,"How much do you agree or disagree with the following statement? Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, there should have been more restrictions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Agreement
472,1,1,"How much do you agree or disagree with the following statement? Thinking about restrictions on public activity in the US over the course of the coronavirus outbreak, there should have been fewer restrictions.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Agreement
473,1,1,"Thinking about the US, how much would you say the healthcare system needs to be changed, if at all?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
474,1,1,Please compare the US to other developed nations in a few different areas. Do you think the U.S. Healthcare system is better or worse than in other developed nations?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
475,1,1,Please compare the US to other developed nations in a few different areas. Do you think the Colleges and universities in the U.S. are better or worse than in other developed nations?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
476,1,1,Please compare the US to other developed nations in a few different areas. Do you think the standard of living in the U.S. is better or worse than in other developed nations?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
477,1,1,Please compare the US to other developed nations in a few different areas. Do you think the U.S. military is better or worse than in other developed nations?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
478,1,1,Please compare the US to other developed nations in a few different areas. Do you think the technological achievements in the U.S. are better or worse than in other developed nations?,"['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
479,1,1,"Please compare the US to other developed nations in a few different areas. Do you think entertainment, including movies, music and television produced in the U.S. is better or worse than in other developed nations?","['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,BetterOrWorse
480,1,1,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Quantity
481,1,1,How much confidence do you have in the US President to do the right thing regarding world affairs?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
482,1,1,How much confidence do you have in the chinese President to do the right thing regarding world affairs?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
483,1,1,How much confidence do you have in the russian President to do the right thing regarding world affairs?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
484,1,1,How much confidence do you have in the german Chancellor to do the right thing regarding world affairs?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
485,1,1,How much confidence do you have in the french President to do the right thing regarding world affairs?,"['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
486,1,1,"In the US, how much conflict, if any, do you think there is between people who support different political parties?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
487,1,1,"In the US, how much conflict, if any, do you think there is between people who practice different religions?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Quantity
488,1,1,"In the US, how big of a problem do you think is discrimination against people based on their race or ethnicity?","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Race & Ethnicity,Problem
491,1,1,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
492,1,1,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
493,1,1,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
494,1,1,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly be good or bad for America's economy?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
495,1,1,How likely do you think it is that the actions taken by the international community will significantly reduce the effects of global climate change?,"['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
496,1,1,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Ethics & Values,Importance
497,1,1,"Now that Donald Trump is president, how positive or negative do you think people in other countries view the the U.S.?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,PositiveNegative
498,1,1,"Thinking about long-range foreign policy goals, what priority would you give to strengthening the United Nations should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
499,1,1,"Thinking about long-range foreign policy goals, what priority would you give to reducing illegal immigration into the US should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
500,1,1,"Thinking about long-range foreign policy goals, what priority would you give to maintaining the US military advantage over all other countries should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
501,1,1,"Thinking about long-range foreign policy goals, what priority would you give to dealing with global climate change should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
502,1,1,"Thinking about long-range foreign policy goals, what priority would you give to reducing the spread of infectious diseases should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
503,1,1,"Thinking about long-range foreign policy goals, what priority would you give to limiting the power and influence of Iran should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
504,1,1,"Thinking about long-range foreign policy goals, what priority would you give to getting other countries to assume more of the costs of maintaining world order should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
505,1,1,"Thinking about long-range foreign policy goals, what priority would you give to aiding refugees fleeing violence around the world should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
506,1,1,"Thinking about long-range foreign policy goals, what priority would you give to reducing legal immigrations into the US should be given?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Priority
507,1,1,"Thinking about the Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do make good decisions about international trade?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
508,1,1,"Thinking about Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do deal effectively with the threat of terrorism?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
509,1,1,"Thinking about Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do make good decisions about the use of military force?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
510,1,1,"Thinking about Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do deal effectively with global climate change?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
511,1,1,"Thinking about Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do improve relationships with our allies?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
512,1,1,"Thinking about Donald Trump's ability to handle a number of things, how likely do you think it is that Donald Trump can do deal effectively with China?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
513,1,1,"How much, if at all, do you think the US benefits from being a member of north Atlantic Treaty Organization, or NATO organizations?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
514,1,1,"How much, if at all, do you think the US benefits from being a member of the United Nations organizations?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
515,1,1,"How much, if at all, do you think the US benefits from being a member of the World Health Organization, or WHO organizations?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Quantity
516,1,1,"Overall, do you think current economic relations between the US and China are good or bad?","['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,GoodOrBad
517,1,1,"Please indicate how big of a problem, if at all, the following would be for the US: China's growing technological power","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Problem
518,1,1,"How important, if at all, do you think it is to limit Chinese students studying in the U.S.?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Importance
519,1,1,How much do you agree or disagree with the following statement? The U.S. stands above all other countries in the world.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Agreement
520,1,1,"How much do you agree or disagree with the following statement? The U.S. is one of the greatest countries in the world, along with some others.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Agreement
521,1,1,How much do you agree or disagree with the following statement? There are other countries that are better than the U.S.,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,Agreement
522,1,1,"In general, how much do White people benefit from advantages in society that Black people do not have?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Race & Ethnicity,Quantity
523,1,1,Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is good or bad for the country?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,GoodOrBad
524,1,1,"How important, if at all, do you think it is for tuition at public colleges and universities to be free for all American students?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Education,Importance
525,1,1,"Thinking about the size of America's military, do you think it should increase or decrease in size?","['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,IncreaseDecrease
526,1,1,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A fair amount', 'Not too much', 'None at all']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Race & Ethnicity,Quantity
527,1,1,"How much do you agree or disagree with the following statement? In general, Republicans in this country are comfortable to freely and openly express their political views.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Agreement
528,1,1,"How much do you agree or disagree with the following statement? In general, Republicans in this country are not comfortable to freely and openly express their political views.","['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Agreement
529,1,1,Do you think greater social acceptance of people who are transgender (people who identify as a gender that is different from the sex they were assigned at birth) is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Social,GoodOrBad
530,1,1,Do you think increased public attention to the history of slavery and racism in America is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Race & Ethnicity,GoodOrBad
531,1,1,Do you think a decline in the share of Americans belonging to an organized religion is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,GoodOrBad
532,1,1,Do you think white people declining as a share of the U.S. population is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Race & Ethnicity,GoodOrBad
533,1,1,Do you think an increase in the number of guns in the U.S. is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Guns,GoodOrBad
534,1,1,Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",Pew_American_Trends_Panel_disagreement_500.csv,keep,General Opinion,GoodOrBad
536,1,1,"Thinking about elections in the country, how important, if at all, is people who are not legally qualified to vote are prevented from casting a ballot?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Importance
537,1,1,"Still thinking about elections in the country, how likely, if at all, do you think it is that people who are not legally qualified to vote are prevented from casting a ballot","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely']",Pew_American_Trends_Panel_disagreement_500.csv,keep,Politics & Government,Likelihood
