question_id;question_var_id;answer_var_id;question;answer_options;source;decision;subject
229;1;1;According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be good or bad for the U.S.?;['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
230;1;1;According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is good or bad for the U.S.?;['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
231;1;1;By 2050, do you expect that people who are married will be more or less likely to get divorced than people are now?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Social
232;1;1;In the future, how positive or negative of an impact do you think science and technology will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
233;1;1;In the future, how positive or negative of an impact do you think major corporations will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
234;1;1;In the future, how positive or negative of an impact do you think religious groups will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
235;1;1;In the future, how positive or negative of an impact do you think the government in Washington will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
236;1;1;In the future, how positive or negative of an impact do you think the news media will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
237;1;1;In the future, how positive or negative of an impact do you think the military will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
238;1;1;In the future, how positive or negative of an impact do you think colleges and universities will have in solving the biggest problems facing the country?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
239;1;1;How much confidence, if any, do you have in the news media to act in the best interests of the public?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
240;1;1;How much confidence, if any, do you have in the military to act in the best interests of the public?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
241;1;1;How much confidence, if any, do you have in religious leaders to act in the best interests of the public?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
242;1;1;How much confidence, if any, do you have in business leaders to act in the best interests of the public?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
243;1;1;How much, if anything, do you know about what medical research scientists do?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
244;1;1;Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
245;1;1;Thinking about medical research scientists, how often would you say they care about the best interests of the public;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
246;1;1;In general, how positive or negative would you say your view of environmental research scientists is?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
247;1;1;Thinking about environmental research scientists, how often would you say they do a good job conducting research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
248;1;1;Thinking about environmental research scientists, how often would you say they admit mistakes and take responsibility for them;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
249;1;1;Thinking about environmental research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
250;1;1;Thinking about environmental research scientists, how often would you say they care about the best interests of the public;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
251;1;1;Overall, how big of a problem do you think research misconduct by environmental research scientists is?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
252;1;1;In general, how positive or negative would you say your view of nutrition research scientists is?;['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
253;1;1;Thinking about nutrition research scientists, how often would you say they do a good job conducting research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
254;1;1;Thinking about nutrition research scientists, how often would you say they provide fair and accurate information when making statements about their research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
255;1;1;Thinking about nutrition research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
256;1;1;Overall, how big of a problem do you think research misconduct by nutrition research scientists is;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
257;1;1;Thinking about medical doctors, how often would you say they do a good job providing diagnoses and treatment recommendations;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
258;1;1;Thinking about medical doctors, how often would you say they admit mistakes and take responsibility for them;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
259;1;1;Thinking about medical doctors, how often would you say they care about the best interests of their patients;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
260;1;1;Thinking about environmental health specialists, how often would you say they provide fair and accurate information when making recommendations;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
261;1;1;Thinking about environmental health specialists, how often would you say they admit mistakes and take responsibility for them;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
262;1;1;Thinking about environmental health specialists, how often would you say they are transparent about potential conflicts of interest with industry groups in their work;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
263;1;1;How often, if at all, do you think environmental health specialists face serious consequences if they engage in professional misconduct?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
264;1;1;Thinking about dietitians, how often would you say they admit mistakes and take responsibility for them;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
265;1;1;For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?;['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Economy & Work
266;1;1;The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is good or bad for the country?;['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
267;1;1;Overall, how does being white affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
268;1;1;Overall, how does being black affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
269;1;1;Overall, how does being Asian affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
270;1;1;Overall, how does being Native American affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
271;1;1;Overall, how does being Jewish affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
272;1;1;Overall, how does being Muslim affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
273;1;1;Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
274;1;1;Overall, how does being a man affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
275;1;1;Overall, how does being a woman affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
276;1;1;Overall, how does being wealthy affect people's ability to get ahead in our country these days?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
277;1;1;When race or race relations comes up in your conversations with family and friends, is it;['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Race & Ethnicity
278;1;1;How likely, if at all, is it that black people in our country will eventually have equal rights with whites?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
279;1;1;How much do you agree or disagree with the following statement? President Trump has made progress toward improving race relations;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
280;1;1;How much do you agree or disagree with the following statement? President Trump has tried but failed to make progress toward improving race relations;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
281;1;1;How much do you agree or disagree with the following statement? President Trump has not addressed race relations;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
282;1;1;How much do you agree or disagree with the following statement? President Trump has made race relations worse;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
283;1;1;How much do you agree or disagree with the following statement? Since President Trump was elected, it has become more common for people to express racist or racially insensitive views.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
284;1;1;How much do you agree or disagree with the following statement? Since President Trump was elected, it has become less common for people to express racist or racially insensitive views.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
285;1;1;How much do you agree or disagree with the following statement? Since President Trump was elected, it has become more acceptable for people to express racist or racially insensitive views.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
286;1;1;How much do you agree or disagree with the following statement? Since President Trump was elected, it has become less acceptable for people to express racist or racially insensitive views.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Politics & Government
287;1;1;How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
288;1;1;Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics;['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
289;1;1;Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians;['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
290;1;1;To what extent do you think the following is a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
291;1;1;To what extent do you think the following is a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
292;1;1;To what extent do you think the following is a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
293;1;1;How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Race & Ethnicity
294;1;1;How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
295;1;1;How important is being white to how you think about yourself?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
296;1;1;How important is being black to how you think about yourself?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
297;1;1;How important is being Hispanic to how you think about yourself?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
298;1;1;How important is being Asian to how you think about yourself?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
299;1;1;How important is your racial background to how you think about yourself?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
300;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people in hiring, pay and promotions situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
301;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people in hiring, pay and promotions situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
302;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people in stores or restaurants situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
303;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people in stores or restaurants situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
304;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people when applying for a loan or mortgage situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
305;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people when applying for a loan or mortgage situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
306;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people in dealing with the police situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
307;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people in dealing with the police situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
308;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people by the criminal justice system situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
309;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people by the criminal justice system situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
310;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people when voting in elections situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
311;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people when voting in elections situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
312;1;1;How much do you agree or disagree with the following statement? Black people are treated less fairly than white people when seeking medical treatment situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
313;1;1;How much do you agree or disagree with the following statement? White people are treated less fairly than black people when seeking medical treatment situations?;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
314;1;1;In your daily life, how much interaction, if any, would you say you have with people who are asian;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Race & Ethnicity
315;1;1;Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
316;1;1;Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Social
317;1;1;Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Social
318;1;1;Overall, how much has how hard you've worked helped or hurt your ability to get ahead?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Social
319;1;1;Overall, how much has the people you know helped or hurt your ability to get ahead?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Social
320;1;1;How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
321;1;1;How many white people in our country do you think are prejudiced against black people?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
322;1;1;How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
323;1;1;How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
324;1;1;For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
325;1;1;For each, please indicate if you, personally, think it is acceptable. A black person using the n-word;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
326;1;1;For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
327;1;1;For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
328;1;1;For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
329;1;1;How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Race & Ethnicity
330;1;1;Thinking about the community where you live, do you wish your community was;['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Race & Ethnicity
331;1;1;How much, if at all, would it bother you to hear people speak a language other than English in a public place?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Race & Ethnicity
332;1;1;Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat);['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Media
333;1;1;Which of the following would you say you prefer for getting news?;['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Media
334;1;1;How much made-up news and information do you think is created by journalists?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
335;1;1;How often do you come across made-up news and information that is intended to mislead the public?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
336;1;1;How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I thought it was surprising or entertaining.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
337;1;1;How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I liked what it said.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
338;1;1;How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I wanted to create a discussion about it.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
339;1;1;How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I wanted to tell others it was inaccurate.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
340;1;1;How much made-up news and information do you think is created about entertainment and celebrities topics?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
341;1;1;How much made-up news and information do you think is created about science and technology topics?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
342;1;1;How much made-up news and information do you think is created about Health and medicine topics?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
343;1;1;How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Media
344;1;1;How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Media
345;1;1;how big of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
346;1;1;how big of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
347;1;1;How big of a problem do you think political divides are in addressing made-up news and information?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Media
348;1;1;How concerned are you, if at all, about how much data your smart speaker collects about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;General Opinion
349;1;1;Do you ever say 'please' when speaking to your smart speaker?;['Yes, frequently', 'Yes, on occasion', 'No', 'Refused'];Pew_American_Trends_Panel_disagreement_500.csv;drop;General Opinion
350;1;1;How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_disagreement_500.csv;drop;Ethics & Values
351;1;1;As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
352;1;1;As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
353;1;1;How concerned are you, if at all, about how companies are using the data they collect about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_disagreement_500.csv;keep;Trust & Fear
354;1;1;How much control do you think you have over the data that companies collect about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Trust & Fear
355;1;1;As far as you know, how much of what you do online or on your cellphone is being tracked by the government?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_disagreement_500.csv;persona only;Politics & Government
