question_id,question_var_id,answer_var_id,question,answer_options,source
180,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
181,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
182,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to avoiding tax increases?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
183,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
184,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to who come here legally? Allowing more immigrants into the U.S.","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
185,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
186,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
187,1,1,"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
188,1,1,"Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
189,1,1,"Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
190,1,1,"Overall, has the automation of jobs through new technology in the workplace","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
191,1,1,"Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
192,1,1,"In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be","['Increased', 'Maintained at current levels', 'Decreased', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
193,1,1,"Over the next 30 years, do you think the share of Americans who are in Middle Class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
194,1,1,"Over the next 30 years, do you think the share of Americans who are lower class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
195,1,1,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
196,1,1,"When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
197,1,1,"When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
198,1,1,"Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
199,1,1,"According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
200,1,1,"According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
201,1,1,"By 2050, do you expect that people who are married will be","['More likely to get divorced than people are now', 'Less likely to get divorced than people are now', 'About as likely to get divorced as people are now', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
202,1,1,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
203,1,1,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
204,1,1,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
205,1,1,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
206,1,1,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
207,1,1,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
208,1,1,"In the future, what kind of an impact do you think colleges and universities will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
209,1,1,"How much confidence, if any, do you have in the news media to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
210,1,1,"How much confidence, if any, do you have in the military to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
211,1,1,"How much confidence, if any, do you have in religious leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
212,1,1,"How much confidence, if any, do you have in business leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
213,1,1,"How much, if anything, do you know about what medical research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
214,1,1,"Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
215,1,1,"Thinking about medical research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
216,1,1,"In general, would you say your view of environmental research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
217,1,1,"Thinking about environmental research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
218,1,1,"Thinking about environmental research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
219,1,1,"Thinking about environmental research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
220,1,1,"Thinking about environmental research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
221,1,1,"Overall, do you think research misconduct by environmental research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
222,1,1,"In general, would you say your view of nutrition research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
223,1,1,"Thinking about nutrition research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
224,1,1,"Thinking about nutrition research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
225,1,1,"Thinking about nutrition research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
226,1,1,"Overall, do you think research misconduct by nutrition research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
227,1,1,"Thinking about medical doctors, how often would you say they do a good job providing diagnoses and treatment recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
228,1,1,"Thinking about medical doctors, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
229,1,1,"Thinking about medical doctors, how often would you say they care about the best interests of their patients","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
230,1,1,"Thinking about environmental health specialists, how often would you say they provide fair and accurate information when making recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
231,1,1,"Thinking about environmental health specialists, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
232,1,1,"Thinking about environmental health specialists, how often would you say they are transparent about potential conflicts of interest with industry groups in their work","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
233,1,1,"How often, if at all, do you think environmental health specialists face serious consequences if they engage in professional misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
234,1,1,"Thinking about dietitians, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
235,1,1,"For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
236,1,1,"The U.S. population is made up of people of many different races and ethnicities. Overall, do you think this is","['Very good for the country', 'Somewhat good for the country', 'Somewhat bad for the country', 'Very bad for the country', 'Neither good nor bad for the country', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
237,1,1,"Overall, how does being white affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
238,1,1,"Overall, how does being black affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
239,1,1,"Overall, how does being Asian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
240,1,1,"Overall, how does being Native American affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
241,1,1,"Overall, how does being Jewish affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
242,1,1,"Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
243,1,1,"Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
244,1,1,"Overall, how does being a man affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
245,1,1,"Overall, how does being a woman affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
246,1,1,"Overall, how does being wealthy affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
247,1,1,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
248,1,1,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
249,1,1,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
250,1,1,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
251,1,1,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
252,1,1,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
253,1,1,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
254,1,1,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
255,1,1,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
256,1,1,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
257,1,1,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
258,1,1,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
259,1,1,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
260,1,1,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
261,1,1,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
262,1,1,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
263,1,1,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
264,1,1,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
265,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
266,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in stores or restaurants situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
267,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when applying for a loan or mortgage situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
268,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in dealing with the police situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
269,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
270,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when voting in elections situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
271,1,1,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when seeking medical treatment situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
272,1,1,"In your daily life, how much interaction, if any, would you say you have with people who are asian","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
273,1,1,"Overall, how much has being white/Being black/Being Hispanic/Being Asian/Your racial background helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
274,1,1,"Overall, how much has being a man/Being a woman/Your gender helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
275,1,1,"Overall, how much has your family's financial situation when you were growing up helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
276,1,1,"Overall, how much has how hard you've worked helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
277,1,1,"Overall, how much has the people you know helped or hurt your ability to get ahead?","['Helped a lot', 'Helped a little', 'Hurt a little', 'Hurt a lot', 'Neither helped nor hurt', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
278,1,1,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
279,1,1,How many white people in our country do you think are prejudiced against black people?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
280,1,1,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
281,1,1,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
282,1,1,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
283,1,1,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
284,1,1,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
285,1,1,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
286,1,1,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
287,1,1,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
288,1,1,"Thinking about the community where you live, do you wish your community was","['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
289,1,1,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
290,1,1,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
291,1,1,Which of the following would you say you prefer for getting news?,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
292,1,1,How much made-up news and information do you think is created by journalists,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
293,1,1,How often do you come across made-up news and information that is intended to mislead the public?,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
294,1,1,What is the main reason why you shared news and information that you knew at the time was made-up?,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
295,1,1,How much made-up news and information do you think is created about entertainment and celebrities topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
296,1,1,How much made-up news and information do you think is created about science and technology topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
297,1,1,How much made-up news and information do you think is created about Health and medicine topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
298,1,1,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
299,1,1,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
300,1,1,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
301,1,1,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
302,1,1,How much of a challenge do you think political divides are in addressing made-up news and information?,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
303,1,1,"How concerned are you, if at all, about how much data your smart speaker collects about you?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
304,1,1,"Do you ever say ""please"" when speaking to your smart speaker?","['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
305,1,1,How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
306,1,1,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",Pew_American_Trends_Panel_disagreement_500.csv
