question_id,question_var_id,answer_var_id,question,answer_options,num_scale,scale_type,question_type,subject,source,shuffle_seed
353,1,1,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,
353,1,2,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Very concerned']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,2
353,1,3,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Not at all concerned', 'Somewhat concerned', 'Very concerned', 'Not too concerned']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,7
353,1,4,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Not at all concerned', 'Not too concerned', 'Somewhat concerned', 'Very concerned']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,10
353,1,5,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Not too concerned', 'Somewhat concerned', 'Not at all concerned', 'Very concerned']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,67
353,1,6,"How concerned are you, if at all, about how companies are using the data they collect about you?","['Very concerned', 'Not at all concerned', 'Not too concerned', 'Somewhat concerned']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Concern,Trust & Fear,Pew_American_Trends_Panel_disagreement_500.csv,101
362,1,1,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
362,1,2,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
362,1,3,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
362,1,4,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
362,1,5,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
362,1,6,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
365,1,1,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
365,1,2,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Always acceptable']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
365,1,3,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Never acceptable', 'Sometimes acceptable', 'Always acceptable', 'Rarely acceptable']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
365,1,4,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Never acceptable', 'Rarely acceptable', 'Sometimes acceptable', 'Always acceptable']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
365,1,5,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Rarely acceptable', 'Sometimes acceptable', 'Never acceptable', 'Always acceptable']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
365,1,6,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,"['Always acceptable', 'Never acceptable', 'Rarely acceptable', 'Sometimes acceptable']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
366,1,1,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['A lot', 'A fair amount', 'Not too much', 'None at all']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
366,1,2,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['A fair amount', 'Not too much', 'None at all', 'A lot']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
366,1,3,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['None at all', 'A fair amount', 'A lot', 'Not too much']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
366,1,4,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['None at all', 'Not too much', 'A fair amount', 'A lot']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
366,1,5,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['Not too much', 'A fair amount', 'None at all', 'A lot']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
366,1,6,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies","['A lot', 'None at all', 'Not too much', 'A fair amount']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Quantity,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
369,1,1,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
369,1,2,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
369,1,3,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
369,1,4,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
369,1,5,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
369,1,6,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
370,1,1,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
370,1,2,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
370,1,3,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
370,1,4,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
370,1,5,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
370,1,6,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
371,1,1,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
371,1,2,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
371,1,3,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
371,1,4,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
371,1,5,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
371,1,6,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
372,1,1,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
372,1,2,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
372,1,3,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
372,1,4,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
372,1,5,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
372,1,6,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
373,1,1,Do you think it is ever acceptable for an unmarried couple to live together?,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
373,1,2,Do you think it is ever acceptable for an unmarried couple to live together?,"['Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Always acceptable']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
373,1,3,Do you think it is ever acceptable for an unmarried couple to live together?,"['Never acceptable', 'Sometimes acceptable', 'Always acceptable', 'Rarely acceptable']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
373,1,4,Do you think it is ever acceptable for an unmarried couple to live together?,"['Never acceptable', 'Rarely acceptable', 'Sometimes acceptable', 'Always acceptable']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
373,1,5,Do you think it is ever acceptable for an unmarried couple to live together?,"['Rarely acceptable', 'Sometimes acceptable', 'Never acceptable', 'Always acceptable']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
373,1,6,Do you think it is ever acceptable for an unmarried couple to live together?,"['Always acceptable', 'Never acceptable', 'Rarely acceptable', 'Sometimes acceptable']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Acceptance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
374,1,1,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
374,1,2,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Neither positive nor negative', 'Mostly positive', 'Mostly negative', 'Very negative', 'Very positive']","[0.0, 0.5, -0.5, -1.0, 1.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
374,1,3,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Very negative', 'Very positive', 'Mostly negative', 'Mostly positive', 'Neither positive nor negative']","[-1.0, 1.0, -0.5, 0.5, 0.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
374,1,4,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very positive', 'Very negative']","[-0.5, 0.0, 0.5, 1.0, -1.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
374,1,5,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative', 'Very positive']","[-0.5, 0.0, 0.5, -1.0, 1.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
374,1,6,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?","['Very positive', 'Mostly negative', 'Neither positive nor negative', 'Mostly positive', 'Very negative']","[1.0, -0.5, 0.0, 0.5, -1.0]",5-bipolar,PositiveNegative,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
375,1,1,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
375,1,2,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
375,1,3,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
375,1,4,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
375,1,5,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
375,1,6,"How important, if at all, do you think it is for a person to buy a house before getting married?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
376,1,1,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,
376,1,2,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,2
376,1,3,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,7
376,1,4,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,10
376,1,5,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,67
376,1,6,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?","['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,General Opinion,Pew_American_Trends_Panel_disagreement_500.csv,101
411,1,1,How important should the following be for the federal government to address? Reducing illegal immigration,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
411,1,2,How important should the following be for the federal government to address? Reducing illegal immigration,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
411,1,3,How important should the following be for the federal government to address? Reducing illegal immigration,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
411,1,4,How important should the following be for the federal government to address? Reducing illegal immigration,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
411,1,5,How important should the following be for the federal government to address? Reducing illegal immigration,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
411,1,6,How important should the following be for the federal government to address? Reducing illegal immigration,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
412,1,1,How important should the following be for the federal government to address? Reducing economic inequality,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
412,1,2,How important should the following be for the federal government to address? Reducing economic inequality,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
412,1,3,How important should the following be for the federal government to address? Reducing economic inequality,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
412,1,4,How important should the following be for the federal government to address? Reducing economic inequality,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
412,1,5,How important should the following be for the federal government to address? Reducing economic inequality,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
412,1,6,How important should the following be for the federal government to address? Reducing economic inequality,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
413,1,1,How important should the following be for the federal government to address? Addressing climate change,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
413,1,2,How important should the following be for the federal government to address? Addressing climate change,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
413,1,3,How important should the following be for the federal government to address? Addressing climate change,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
413,1,4,How important should the following be for the federal government to address? Addressing climate change,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
413,1,5,How important should the following be for the federal government to address? Addressing climate change,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
413,1,6,How important should the following be for the federal government to address? Addressing climate change,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
414,1,1,How important should the following be for the federal government to address? Reducing gun violence,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']","[1.0, 0.33333333, -0.33333333, -1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,
414,1,2,How important should the following be for the federal government to address? Reducing gun violence,"['Somewhat important', 'Not too important', 'Not at all important', 'Very important']","[0.33333333, -0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,2
414,1,3,How important should the following be for the federal government to address? Reducing gun violence,"['Not at all important', 'Somewhat important', 'Very important', 'Not too important']","[-1.0, 0.33333333, 1.0, -0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,7
414,1,4,How important should the following be for the federal government to address? Reducing gun violence,"['Not at all important', 'Not too important', 'Somewhat important', 'Very important']","[-1.0, -0.33333333, 0.33333333, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,10
414,1,5,How important should the following be for the federal government to address? Reducing gun violence,"['Not too important', 'Somewhat important', 'Not at all important', 'Very important']","[-0.33333333, 0.33333333, -1.0, 1.0]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,67
414,1,6,How important should the following be for the federal government to address? Reducing gun violence,"['Very important', 'Not at all important', 'Not too important', 'Somewhat important']","[1.0, -1.0, -0.33333333, 0.33333333]",4-unipolar,Importance,Politics & Government,Pew_American_Trends_Panel_disagreement_500.csv,101
415,1,1,"Thinking about the nation's economy, would you rate economic conditions in this country today are good or bad?","['Very good', 'Somewhat good', 'Neither good nor bad', 'Somewhat bad', 'Very bad']","[1.0, 0.5, 0.0, -0.5, -1.0]",5-bipolar,GoodOrBad,Economy & Work,Pew_American_Trends_Panel_disagreement_500.csv,
